State,City,Neighborhood,total population,number of males,number of females,number of people under 5,number of people aged 5-9,number of people aged 10-14,number of people aged 15-19,number of people aged 20-24,number of people aged 25-34,number of people aged 35-44,number of people aged 45-54,number of people aged 55-59,number of people aged 60-64,number of people aged 65-74,number of people aged 75-84,number of people aged over 85,median aged,number of white people,number of black people,number of native american people,number of asain people(including indian and chinese),number of indian people,number of chinese people,number of pacific islander,number of employeed people 16 and over,number of commuters who drive to work,number of commuter who carpool to work,number of commuter who took public transport to work,number of commuters who walk to work,number of commuters who work from home,people with health insurance,mean commute time to work,num of home owners,number of homes,number of houses built 2020 or more recent,Number of houses built 2010 to 2019,number of houses built 2000 to 2009,number of houses built 1990 to 1999,number of houses built 1980 to 1989,number of houses built 1970 to 1979,number of houses built 1960 to 1969,number of houses built 1950 to 1959,number of houses built 1940 to 1949,number of house built 1939 or before,number of people 25 years or older who have high school degree,number of poeple 25 years or older who have an associates degree,number of people 25 years or older who have a bachelors degree,number of people 25 years or older who have a grad or professional degree,median household yearly income,median montly housing costs,number of people born in the US,number of people born outside the US,number of naturalized citizens,number of non-citizens,number of people with a disability,Vibe,Activities,Gentrification_Flag
Massachusetts,Boston,West End,13356.0,7140.0,6216.0,394.0,319.0,92.0,219.0,997.0,5314.0,2024.0,1326.0,724.0,446.0,990.0,366.0,145.0,32.7,10145.0,413.0,13.0,1158.0,222.0,617.0,0.0,9755.0,1257.0,22.0,1622.0,3583.0,2446.0,12852.0,21.7,7719.0,9349.0,182.0,1514.0,519.0,508.0,220.0,947.0,1405.0,250.0,97.0,3707.0,582.0,282.0,4739.0,4774.0,121418.0,2678.0,9979.0,2964.0,1160.0,1804.0,1156.0,"Urban, historic, and rejuvenating, with a focus on redevelopment and modern living.","Visit the TD Garden for sports events or concerts. Walk along the Greenway and explore the parks and public art installations. Check out the Museum of Science, just a short walk away.",1.0
Massachusetts,Boston,West Roxbury,26488.0,12928.0,13560.0,1679.0,1367.0,1492.0,1093.0,604.0,4098.0,3238.0,3781.0,1724.0,2115.0,3184.0,1470.0,643.0,43.6,19931.0,1309.0,78.0,2302.0,107.0,1399.0,0.0,15159.0,7929.0,955.0,1956.0,190.0,2901.0,25551.0,33.4,10967.0,11648.0,0.0,295.0,599.0,283.0,551.0,765.0,1350.0,1887.0,715.0,5203.0,2776.0,1446.0,6290.0,6748.0,132457.0,2041.0,20383.0,5766.0,4345.0,1421.0,2566.0,"Suburban, family-friendly, with a more relaxed pace compared to downtown Boston.","Visit the beautiful Millennium Park for hiking, biking, and nature walks. Head to local cafes and shops for a quieter experience. Explore the nearby Chestnut Hill and Roslindale areas for additional shopping and dining.",0.0
Nevada,Las Vegas,Downtown,41674.0,21926.5714285714,19747.4285714286,2666.14285714286,2433.57142857143,2846.14285714286,2481.85714285714,2924.85714285714,6609.85714285714,5762.28571428572,5333.42857142857,2570.0,2422.85714285714,3583.0,1566.42857142857,473.57142857142895,36.3714285714286,15771.8571428571,6183.14285714286,703.0,3057.14285714286,77.2857142857143,803.571428571429,292.428571428571,20575.5714285714,12605.0,2006.57142857143,984.142857142857,409.57142857142895,1123.71428571429,32842.7142857143,24.6714285714286,15766.0,17486.7142857143,41.1428571428571,398.0,1717.28571428571,3217.28571428571,4322.85714285714,3862.5714285714303,2394.0,1086.28571428571,288.142857142857,159.142857142857,9148.28571428571,1847.0,3137.14285714286,1323.85714285714,46812.4285714286,1152.28571428571,28992.0,12000.1428571429,4724.28571428572,7275.85714285714,5863.71428571429,"Eclectic, retro, artsy, and vibrant. Downtown Las Vegas (or DTLV) is known for its vintage charm mixed with modern creativity. It's where history meets innovation.","Fremont Street Experience: A lively pedestrian mall with light shows, live music, and street performers. Container Park: A shopping and dining hub made from shipping containers, with live entertainment and a giant praying mantis sculpture. The Neon Museum: Explore iconic Las Vegas signs from the past in this outdoor “boneyard.” Arts District: Check out galleries, street art, and funky thrift shops. Golden Nugget Pool: Swim with a waterslide through a shark tank!",1.0
Nevada,Las Vegas,East,47885.375,23860.25,24025.125,3213.0,3503.875,3659.0,3348.875,3400.5,7059.75,6430.375,5793.0,2995.375,2366.5,3842.75,1790.0,482.375,34.9375,19508.75,5687.875,885.375,2820.0,127.5,106.0,338.75,22825.875,14568.625,2853.875,892.0,251.0,1000.25,39512.25,27.4,16080.25,18174.0,51.625,941.25,2939.625,4414.5,3851.5,3738.5,1409.875,588.25,158.625,80.25,10020.5,2186.625,2984.75,1336.0,55419.25,1168.125,34280.125,13270.375,5685.5,7584.875,6867.625,"Residential, diverse, and local-focused. This area is more about community living than glitz, with a strong multicultural influence.","Clark County Wetlands Park: A peaceful escape with nature trails and wildlife. Sunrise Mountain: Hike to the top for spectacular views of the Las Vegas Valley. Local Eateries: Enjoy authentic Mexican, Asian, and other international cuisines. Sam’s Town Hotel & Gambling Hall: Features a fun Western vibe with a family-friendly indoor park.",0.0
Nevada,Las Vegas,Henderson,41314.5,20440.5,20874.0,1997.75,2500.125,2630.375,2410.0,1857.5,5299.375,5427.75,5598.875,2717.5,2785.375,4753.5,2564.375,772.0,41.95,27226.75,2507.625,327.625,3922.375,431.5,649.875,312.375,20745.25,14312.0,1389.625,138.125,155.625,2543.0,38261.875,24.1,16166.25,17387.5,207.5,2791.875,5507.0,5702.125,1997.125,706.625,182.625,179.5,86.0,27.125,7125.875,2821.75,6530.75,3953.375,86973.625,1605.625,35314.75,5745.375,3901.875,1843.5,4937.375,"Suburban, family-friendly, and outdoorsy. Henderson is a quieter alternative to the bustling Strip, offering a slower pace of life.",Lake Las Vegas: A picturesque spot for water activities like kayaking and paddleboarding. Cowabunga Bay Water Park: Perfect for families on a hot day. The District at Green Valley Ranch: An open-air shopping and dining experience. Hiking: Check out Sloan Canyon or Black Mountain for outdoor adventures. Lion Habitat Ranch: Visit rescued lions and even a painting giraffe!,0.0
Nevada,Las Vegas,North,37239.7142857143,18255.7142857143,18984.0,2452.0,2678.42857142857,2986.57142857143,2868.0,2637.0,5614.14285714286,5231.71428571429,4756.0,2038.28571428571,1732.28571428571,2836.42857142857,1067.71428571429,341.142857142857,33.7,14221.4285714286,8184.14285714286,332.714285714286,2425.85714285714,68.7142857142857,143.285714285714,305.428571428571,18650.0,12884.2857142857,1875.42857142857,352.857142857143,100.142857142857,1010.42857142857,31727.2857142857,27.6,11791.8571428571,12590.1428571429,258.857142857143,1513.14285714286,5456.85714285714,2866.57142857143,716.142857142857,673.142857142857,628.285714285714,382.285714285714,57.714285714285694,37.1428571428571,7563.0,2054.0,2893.0,1322.28571428571,77605.5714285714,1575.57142857143,28906.7142857143,7841.71428571429,3798.5714285714303,4043.14285714286,4369.85714285714,Expanding and suburban with a mix of residential and industrial areas. Great for those seeking a less tourist-heavy side of Vegas.,Aliante Nature Discovery Park: Family-friendly park with a pond and dinosaur-themed playground. SpeedVegas Motorsports: Experience high-speed driving in exotic cars. Shadow Creek Golf Course: A luxurious course with stunning views. Nellis Air Force Base: Watch the Thunderbirds perform (special events).,0.0
Nevada,Las Vegas,Northwest,37580.3333333333,18537.0,19043.3333333333,2209.5,2242.83333333333,2706.66666666667,2686.5,2108.0,5283.0,5234.83333333333,4981.33333333333,2543.66666666667,2134.5,3485.33333333333,1518.16666666667,446.0,37.2333333333333,23279.1666666667,4248.83333333333,238.0,2479.5,152.666666666667,160.833333333333,438.833333333333,19844.1666666667,14277.5,1551.16666666667,136.833333333333,75.6666666666667,1847.66666666667,34798.8333333333,27.85,13432.8333333333,14064.3333333333,139.333333333333,2392.83333333333,5803.33333333333,4340.66666666667,895.0,290.333333333333,107.333333333333,48.66666666666671,15.3333333333333,31.5,6204.66666666667,2561.33333333333,5279.0,2927.66666666667,94910.8333333333,1679.0,32637.1666666667,4364.33333333333,2922.5,1441.83333333333,3995.3333333333294,"Laid-back and family-oriented, with newer neighborhoods and proximity to outdoor activities.","Floyd Lamb Park at Tule Springs: A historic park with fishing ponds and picnic areas. Mount Charleston: Hike, camp, or even ski in the winter. Las Vegas Paiute Golf Resort: Top-notch golfing with breathtaking desert scenery. Centennial Hills Park: Features playgrounds, trails, and an amphitheater.",0.0
Nevada,Las Vegas,South,42721.3333333333,21433.8333333333,21287.5,2654.5,2260.16666666667,2578.33333333333,2422.16666666667,2749.16666666667,7142.16666666667,6690.83333333333,5969.16666666667,2582.33333333333,2383.16666666667,3251.33333333333,1696.0,342.0,37.1333333333333,18751.3333333333,5150.16666666667,301.666666666667,8327.83333333333,631.0,972.0,428.666666666667,24474.0,16082.1666666667,2295.83333333333,544.0,381.0,2198.0,37720.0,21.55,16012.8333333333,17619.5,200.333333333333,2204.5,6291.66666666667,4684.16666666667,1955.0,1572.0,472.833333333333,120.833333333333,75.8333333333333,42.33333333333329,8272.33333333333,2649.33333333333,6325.33333333333,2634.16666666667,77424.5,1556.83333333333,31573.3333333333,10988.6666666667,6511.33333333333,4477.33333333333,4514.0,Up-and-coming residential area with growing amenities and a convenient location near the airport and the Strip.,"Town Square Las Vegas: A stylish outdoor shopping, dining, and entertainment complex. Silverton Aquarium: A free attraction with a huge fish tank and live mermaid shows. South Point Hotel: Bowling, movie theaters, and an equestrian center. Exploration Peak Park: Great for hiking and kids’ play areas.",0.0
Nevada,Las Vegas,Southwest,37719.2857142857,18852.0,18867.2857142857,2249.57142857143,2219.14285714286,2139.14285714286,1914.71428571429,2321.57142857143,6420.0,5982.71428571429,5098.85714285714,2159.71428571429,2065.42857142857,3277.57142857143,1385.71428571429,485.14285714285694,40.3714285714286,18332.0,4399.28571428572,289.0,7515.57142857143,225.857142857143,1997.42857142857,225.857142857143,21367.1428571429,14576.1428571429,1722.85714285714,329.285714285714,176.714285714286,2160.14285714286,34093.0,24.0428571428571,14250.4285714286,15364.2857142857,146.0,3269.85714285714,5500.57142857143,3943.14285714286,1794.57142857143,518.571428571429,131.857142857143,36.1428571428571,11.4285714285714,12.1428571428571,6601.0,2443.14285714286,6222.28571428572,2897.28571428571,85609.7142857143,1517.28571428571,28416.7142857143,9250.85714285714,6260.42857142857,2990.42857142857,3947.14285714286,Chill and suburban with a blend of modern development and desert landscapes.,"Red Rock Canyon National Conservation Area: World-famous hiking, rock climbing, and scenic drives. Exploration of Local Breweries: Craft beer enthusiasts will enjoy places like CraftHaus Brewery. Rhodes Ranch Golf Club: A popular course with a relaxed atmosphere. Indoor Entertainment: Try axe throwing or escape rooms in local venues.",0.0
Nevada,Las Vegas,Summerlin,26815.8333333333,13102.5,13713.3333333333,1152.0,1531.0,1735.5,1415.83333333333,1255.83333333333,2894.0,3413.83333333333,3722.5,1950.0,1682.16666666667,3145.5,2077.16666666667,840.5,46.05,16959.3333333333,1627.5,85.8333333333333,2827.0,109.333333333333,616.333333333333,164.333333333333,13160.5,9108.83333333333,1037.16666666667,116.166666666667,148.833333333333,1646.16666666667,24501.5,23.5,10997.6666666667,11888.0,157.666666666667,1188.5,3349.66666666667,5024.5,1423.5,563.0,104.666666666667,32.8333333333333,26.1666666666667,17.5,4016.1666666666706,1685.66666666667,4924.16666666667,3371.0,96981.5,1730.33333333333,21396.5,5252.83333333333,3357.5,1895.33333333333,3149.33333333333,"Upscale, master-planned community with a focus on luxury and outdoor living. It’s one of the most desirable areas in Vegas.","Downtown Summerlin: Shop, dine, and enjoy events like farmers' markets or outdoor concerts. Red Rock Canyon: A short drive away for hiking and photography. City National Arena: Watch the Vegas Golden Knights practice. The Las Vegas Ballpark: Catch a minor league baseball game.",0.0
Nevada,Las Vegas,The Strip,6490.0,3819.0,2671.0,399.0,77.0,548.0,60.0,228.0,826.0,819.0,1093.0,582.0,526.0,896.0,383.0,53.0,45.9,3297.0,914.0,63.0,844.0,61.0,189.0,24.0,2971.0,1662.0,291.0,88.0,153.0,279.0,5486.0,23.4,3269.0,12547.0,0.0,56.0,8357.0,231.0,419.0,1971.0,1149.0,239.0,62.0,63.0,1128.0,368.0,1173.0,840.0,49818.0,1290.0,4772.0,1665.0,802.0,863.0,1148.0,"World-famous, high-energy, and glamorous. The Strip is the heart of Las Vegas entertainment, offering luxury hotels, casinos, and endless nightlife.","Bellagio Fountains: A must-see choreographed water show. High Roller Observation Wheel: Enjoy views from the tallest Ferris wheel in the world. Caesars Palace Forum Shops: High-end shopping and dining. Vibrant Nightlife: Clubs like Omnia, XS, and Zouk are legendary. Themed Casinos: Visit the Venetian for gondola rides or Paris for its Eiffel Tower replica.",0.0
New York,New York City,Bronx Park and Fordham,87596.0,42250.0,45346.0,6199.0,6066.33333333333,6420.0,6414.0,6528.66666666667,14064.0,11546.3333333333,10947.0,5526.66666666667,4151.0,5807.0,2860.0,1066.0,33.2666666666667,12804.0,22119.6666666667,949.666666666667,3629.6666666666706,968.0,312.666666666667,99.0,41797.6666666667,5829.66666666667,1210.0,21556.0,3121.0,2391.0,78834.6666666667,45.7333333333333,31925.6666666667,33648.3333333333,43.33333333333329,1275.33333333333,846.666666666667,903.333333333333,1008.66666666667,1893.66666666667,2967.66666666667,3044.0,2760.33333333333,18905.3333333333,16230.6666666667,4094.6666666666706,6175.0,3580.33333333333,43921.0,1498.66666666667,50039.3333333333,36802.3333333333,16198.6666666667,20603.6666666667,11242.6666666667,"Lively and green, with a mix of educational and cultural landmarks. The area is home to institutions like Fordham University and Bronx Zoo.",Bronx Zoo: One of the world’s largest zoos with incredible wildlife exhibits. New York Botanical Garden: Stunning gardens with seasonal exhibits like the Holiday Train Show. Little Italy (Arthur Avenue): Authentic Italian cuisine and specialty markets.,1.0
New York,New York City,Central Bronx,73351.3333333333,34241.6666666667,39109.6666666667,5414.66666666667,5504.33333333333,6099.33333333333,5028.33333333333,5659.0,11631.3333333333,9521.33333333333,8934.0,4574.0,3730.3333333333294,4617.66666666667,2055.66666666667,581.333333333333,32.8666666666667,9828.0,27050.6666666667,904.333333333333,868.333333333333,487.333333333333,146.0,132.666666666667,32780.6666666667,4577.66666666667,1027.33333333333,17466.0,1615.0,1824.33333333333,66675.0,45.5,25477.6666666667,26387.3333333333,27.3333333333333,1831.66666666667,1781.66666666667,1969.0,1329.0,2783.0,2063.33333333333,2044.33333333333,1903.33333333333,10654.6666666667,13563.6666666667,3375.66666666667,4990.33333333333,1764.66666666667,36341.6666666667,1362.33333333333,45291.0,27857.3333333333,13361.6666666667,14495.6666666667,12120.3333333333,"Urban and community-driven, with vibrant cultural diversity and historic importance.",The Grand Concourse: Explore Art Deco architecture and local businesses. Yankee Stadium (Nearby): Catch a Yankees game. Bronx Museum of the Arts: Features contemporary and culturally relevant exhibits.,0.0
New York,New York City,Central Harlem,36872.8,17091.4,19781.4,2139.6,1791.2,2038.4,2195.8,2978.8,7017.6,5479.8,4734.2,2227.6,1894.0,2551.4,1233.4,591.0,36.36,7920.4,18174.4,134.8,2145.2,425.6,865.4,9.4,18989.4,1219.2,203.8,9747.2,1860.4,2855.2,34518.8,37.54,15000.2,16659.2,52.8,814.4,1311.0,652.0,618.6,830.4,2015.4,2173.0,1260.2,6931.4,5566.6,1325.4,5972.0,5226.0,56360.4,1426.6,27921.2,8863.4,4377.6,4485.8,4533.4,"Historic, soulful, and artistic. Harlem is the epicenter of African-American culture, music, and civil rights history.",Apollo Theater: Legendary music venue for live performances. Sylvia’s Restaurant: Iconic spot for soul food. Harlem Art Galleries: Visit Studio Museum in Harlem. Jazz Clubs: Enjoy live jazz at spots like Minton’s Playhouse.,1.0
New York,New York City,Flatbush,75365.25,35333.75,40031.5,4032.75,3849.0,4124.0,4081.0,4617.0,13849.5,10304.25,9195.75,4741.5,4508.5,7202.25,3383.25,1476.5,38.05,14035.0,48925.75,451.0,2558.25,607.25,620.75,5.5,40249.25,6738.5,1080.5,21585.0,1879.25,4014.0,69788.0,45.45,28598.5,31082.75,135.5,1151.75,661.5,455.5,482.75,965.5,2423.0,3365.0,3256.5,18185.75,15246.5,3912.25,12342.5,7079.5,77393.25,1733.25,43146.25,31752.0,21416.75,10335.25,6811.25,"Eclectic and vibrant, with a rich Caribbean culture. Flatbush is lively and family-friendly, with beautiful Victorian homes in certain parts.","Brooklyn College: Admire the historic campus. Kings Theatre: Watch live performances in a stunningly restored theater. Caribbean Food: Try doubles, jerk chicken, and other staples.",1.0
New York,New York City,Greenwich Village and Soho,26710.0,13149.3333333333,13560.6666666667,856.666666666667,563.666666666667,839.333333333333,695.0,2274.0,6515.33333333333,4112.33333333333,3685.6666666666706,1610.66666666667,1072.66666666667,2570.0,1404.0,510.666666666667,38.2666666666667,18716.3333333333,737.333333333333,53.0,4701.0,742.666666666667,3135.66666666667,0.0,17622.0,679.0,248.0,6546.0,3557.0,3878.6666666666706,25578.6666666667,25.1,13928.6666666667,17116.0,9.66666666666667,625.0,837.333333333333,438.666666666667,753.333333333333,874.666666666667,1124.66666666667,851.333333333333,445.0,11156.3333333333,1370.66666666667,323.333333333333,10032.3333333333,7025.0,141610.666666667,2781.0,19710.0,6815.66666666667,3842.6666666666706,2973.0,1940.33333333333,"Historic, artsy, and chic. Greenwich Village is the heart of bohemian NYC, while Soho is a high-end shopping haven.",Washington Square Park: A lively hub for street performers and students. Jazz Clubs: Enjoy live music at Blue Note or Village Vanguard. Boutique Shopping in Soho: Find trendy and designer shops. Historic Tours: Explore sites linked to LGBTQ+ rights and Beat poets.,1.0
New York,New York City,High Bridge and Morrisania,72836.6666666667,33626.3333333333,39210.3333333333,5224.33333333333,5200.33333333333,5793.33333333333,5320.33333333333,5399.33333333333,11083.6666666667,9616.0,9012.33333333333,4625.0,3334.33333333333,4965.33333333333,2336.33333333333,926.0,33.6666666666667,9699.33333333333,30918.3333333333,745.0,736.0,236.333333333333,121.666666666667,119.0,31000.0,3911.0,777.333333333333,16744.6666666667,2605.33333333333,1329.0,67374.6666666667,43.1,27198.3333333333,27765.0,60.0,2276.33333333333,2974.33333333333,1565.66666666667,1492.33333333333,1850.33333333333,3680.3333333333294,3271.0,2547.66666666667,8047.0,13176.0,3971.3333333333294,4889.33333333333,2002.0,34723.0,1246.33333333333,49131.6666666667,23317.6666666667,12746.3333333333,10571.3333333333,13256.6666666667,"Residential and community-focused, with strong Bronx roots. This area is steeped in local pride and history.",High Bridge: NYC's oldest standing bridge with great views. Bronx Documentary Center: Explore socially conscious photography and films. Crotona Park: Features a large pool and sports facilities.,0.0
New York,New York City,Hunts Point and Mott Haven,37174.25,17835.75,19338.5,2587.75,2872.0,2939.0,2831.0,2811.75,5910.5,5057.25,4188.0,2129.75,1929.25,2343.25,1259.0,315.75,32.475,4290.0,11922.75,480.5,273.5,84.5,59.25,122.25,16106.75,1969.5,637.0,8144.5,1357.25,891.5,33716.5,42.2,13151.0,13554.25,27.25,921.25,1540.5,1241.0,983.75,1296.75,1670.75,1353.25,1210.0,3309.75,6684.5,1768.75,2273.5,856.75,36069.5,1194.5,26479.25,10489.25,4974.75,5514.5,7148.25,"Industrial yet evolving, with a mix of local businesses and new developments. Mott Haven is increasingly seen as an arts hub.",The Point CDC: A cultural center with art installations and events. Food Market: Visit the Hunts Point Produce Market for a taste of NYC’s wholesale food scene. Street Art: Explore murals by local artists.,0.0
New York,New York City,Kingsbridge and Riverdale,46592.0,21417.5,25174.5,2734.0,2129.0,2893.0,2891.0,2697.5,5543.5,5650.5,5805.5,3008.0,2819.0,5585.5,3072.0,1763.5,43.6,21172.0,6627.0,606.5,1824.0,541.0,419.0,0.0,21889.0,5219.5,738.0,9030.5,1315.5,2520.0,43218.5,45.55,19265.5,19810.0,22.5,421.5,521.0,349.0,434.0,1533.5,4193.5,4458.5,2040.5,5836.0,5960.5,2076.0,7523.0,7933.0,89099.0,1522.5,32465.5,12583.5,8250.0,4333.5,7324.5,"Leafy, suburban, and family-oriented. Riverdale feels more like a quiet retreat compared to bustling parts of NYC.","Wave Hill: A beautiful public garden and cultural center. Van Cortlandt Park: Perfect for hiking, golf, and historic house tours. Fieldston Historic District: Admire stately homes and quiet streets.",0.0
New York,New York City,Mid-Island,94355.0,45694.0,48661.0,5269.0,5623.0,5954.0,5348.0,5629.0,12647.0,11387.0,12675.0,5850.0,6255.0,9720.0,5726.0,2272.0,41.7,64293.0,3326.0,365.0,16998.0,3935.0,6401.0,0.0,45249.0,24339.0,4325.0,8553.0,926.0,3841.0,90354.0,41.8,31825.0,33628.0,0.0,568.0,1409.0,2392.0,8064.0,9159.0,4573.0,3348.0,997.0,3118.0,19704.0,4710.0,15792.0,8976.0,103436.0,1897.0,67676.0,25846.0,18765.0,7081.0,9324.0,"Residential and suburban, with a quiet and family-oriented atmosphere. Mid-Island offers parks, shopping, and a slower pace compared to other boroughs.",Staten Island Greenbelt: Hike and explore nature trails. Historic Richmond Town: Step back in time at this living history village. Staten Island Mall: A popular spot for shopping and dining.,0.0
New York,New York City,Northeast Bronx,50760.5,23363.0,27397.5,3325.5,2772.75,2983.0,3005.0,3326.5,7375.25,5844.0,6348.75,3457.75,3363.25,4812.5,2907.0,1239.25,39.775,6925.5,29792.75,321.0,1807.75,555.5,217.0,5.0,24146.0,7712.75,1316.0,9189.25,1098.75,1363.75,46687.75,46.125,18173.25,18936.25,22.25,280.5,609.25,474.0,586.75,1856.0,3968.25,3708.75,2191.5,5239.0,10344.0,3086.0,6061.25,3526.75,67594.0,1566.75,32100.0,17770.5,11954.5,5816.0,7149.25,"Residential and peaceful, with pockets of natural beauty and historic significance.",Pelham Bay Park: NYC’s largest park with beaches and trails. City Island: A charming maritime neighborhood with seafood restaurants. Bartow-Pell Mansion Museum: A historic home surrounded by gardens.,0.0
New York,New York City,Port Richmond,23963.0,11869.0,12094.0,1589.0,1468.33333333333,1786.66666666667,1606.66666666667,1685.66666666667,3493.66666666667,3208.66666666667,2908.66666666667,1798.33333333333,1617.33333333333,1711.66666666667,794.333333333333,294.0,36.0,10076.6666666667,6372.66666666667,151.666666666667,1697.33333333333,217.333333333333,437.0,6.33333333333333,11396.6666666667,5260.66666666667,837.0,3077.0,365.333333333333,664.333333333333,22528.3333333333,42.8,7921.66666666667,8766.66666666667,23.3333333333333,203.666666666667,816.333333333333,869.333333333333,880.333333333333,512.666666666667,896.666666666667,888.333333333333,540.0,3136.0,5009.33333333333,1201.66666666667,2884.33333333333,1829.33333333333,86563.0,1847.0,17744.6666666667,6187.33333333333,3522.0,2665.33333333333,2414.66666666667,"Historic and working-class, with a strong sense of community. The area reflects its industrial past while embracing cultural diversity.",Snug Harbor Cultural Center: Visit botanical gardens and art exhibits. Staten Island Greenmarket: A farmers’ market for fresh produce. Heritage Trails: Explore the area’s rich immigrant history.,0.0
New York,New York City,South Shore,39855.0,19742.4,20112.6,2082.8,2238.4,2626.4,2550.8,2359.4,4860.0,4954.2,5586.8,2736.4,2914.4,4238.0,2033.6,673.8,41.7,32628.4,651.4,49.2,3436.2,206.0,2471.0,21.2,19377.2,10860.2,1406.4,3774.4,240.8,1627.0,38652.6,44.56,13735.4,14591.6,18.8,619.0,1532.8,2053.2,2770.0,2608.6,1940.6,1145.2,392.0,1511.4,8587.0,2139.6,6017.8,4351.2,111936.0,2118.6,32069.6,7702.6,5581.2,2121.4,3967.4,"Residential and suburban, with waterfront views and a tight-knit community feel.",Mount Loretto Unique Area: A nature preserve with stunning coastal views. Staten Island Greenbelt (Nearby): Ideal for hiking and picnics. Small-Town Dining: Enjoy Italian-American and seafood dishes at local restaurants.,0.0
New York,New York City,Southeast Bronx,50678.5,24399.6666666667,26278.8333333333,3456.16666666667,2962.33333333333,3497.0,3192.5,3540.83333333333,8074.83333333333,6294.0,6152.83333333333,3209.33333333333,2784.83333333333,4025.0,2486.16666666667,1002.66666666667,38.3833333333333,12522.0,12009.1666666667,407.666666666667,4833.16666666667,1598.66666666667,509.833333333333,27.5,23505.8333333333,6989.83333333333,1104.0,9597.16666666667,1234.16666666667,1326.16666666667,46909.6666666667,44.3,18613.3333333333,19812.5,26.6666666666667,478.0,753.666666666667,509.5,687.333333333333,1580.66666666667,3028.5,3377.33333333333,2647.5,6723.33333333333,9560.66666666667,3048.83333333333,5327.33333333333,3017.16666666667,72389.0,1631.33333333333,35631.3333333333,14723.1666666667,7967.16666666667,6756.0,7786.5,"Residential and industrial, with deep roots in Bronx culture and history.","Soundview Park: A scenic waterfront park. Bronx River Greenway: Walk or bike along this urban oasis. Community Gardens: Discover small, locally-run green spaces.",0.0
New York,New York City,Stapleton and St. George,42468.6666666667,20590.0,21878.6666666667,2222.33333333333,2429.66666666667,2427.66666666667,2626.66666666667,2548.66666666667,6133.33333333333,5441.66666666667,5654.66666666667,3150.66666666667,2864.0,4244.33333333333,1851.0,874.0,39.7,22889.6666666667,7656.33333333333,240.333333333333,5748.33333333333,666.666666666667,3452.66666666667,19.3333333333333,21080.0,8250.0,1639.33333333333,6300.0,902.666666666667,1506.66666666667,39680.6666666667,44.2333333333333,15244.3333333333,16879.3333333333,28.0,769.0,1581.66666666667,1381.0,1558.66666666667,1780.33333333333,2592.0,1981.33333333333,849.666666666667,4357.66666666667,8247.33333333333,2133.66666666667,6104.66666666667,4235.66666666667,79699.3333333333,1696.33333333333,28762.6666666667,12985.3333333333,8909.33333333333,4076.0,4714.33333333333,"Historic and artsy, with a growing food and nightlife scene. The area is perfect for ferry-goers and day-trippers.","St. George Theatre: Catch a live show at this historic venue. Empire Outlets: NYC’s only outlet mall, located near the Staten Island Ferry terminal. Waterfront Parks: Relax and take in views of Manhattan.",0.0
Ohio,Columbus,Bexley,32136.0,14949.0,17187.0,2598.0,3510.0,2156.0,2154.0,2003.0,5858.0,4302.0,2868.0,1399.0,1230.0,1924.0,1237.0,897.0,30.9,5745.0,21288.0,97.0,1395.0,760.0,116.0,6.0,14777.0,8797.0,1499.0,385.0,134.0,2248.0,28904.0,22.8,11903.0,12927.0,15.0,1246.0,2531.0,1845.0,790.0,1161.0,1543.0,2214.0,775.0,807.0,6266.0,1392.0,2874.0,1673.0,48946.0,1056.0,26278.0,5634.0,3524.0,2110.0,4772.0,"Charming and upscale, Bexley is a tree-lined suburban neighborhood with historic homes and a small-town feel. It is known for its excellent schools and cultural institutions.",Franklin Park Conservatory and Botanical Gardens (Nearby): Stunning gardens and art exhibits. Drexel Theatre: Catch an indie film at this historic cinema. Main Street Dining: Enjoy a mix of local restaurants and cafes.,0.0
Ohio,Columbus,Brewery,19210.5,9317.0,9893.5,573.5,575.0,528.0,553.5,1771.0,6683.0,2390.0,1772.0,1163.0,1092.0,1339.0,510.0,260.5,32.2,12651.0,4613.5,72.5,592.0,96.5,150.0,7.5,13305.5,8041.5,622.5,401.0,1165.5,2074.5,17826.0,19.1,11000.0,12580.5,164.5,2395.5,1174.0,458.0,411.0,544.5,763.5,964.5,678.0,5027.0,2446.0,738.0,5186.5,3538.5,72125.0,1368.0,18228.5,857.0,471.0,386.0,2399.0,"Trendy and lively, the Brewery District blends history with a buzzing nightlife scene. It’s perfect for beer enthusiasts and social outings.",Brewery Tours: Visit places like Columbus Brewing Company for craft beer. Scioto Audubon Metro Park (Nearby): Rock climb or enjoy outdoor recreation. Live Music Venues: Discover local bands at Shadowbox Live or smaller bars.,0.0
Ohio,Columbus,Brice-Tussing,36044.75,17823.5,18221.25,2508.5,2619.25,2639.25,2360.25,2101.25,5713.75,4980.5,4155.5,2404.25,2034.75,2760.5,1322.75,444.25,36.2,16454.5,13985.25,26.25,1837.25,594.25,142.0,30.0,19286.0,13548.75,1594.0,249.5,156.25,2189.5,32614.5,28.075,14560.75,15346.5,103.0,878.5,2644.25,3043.25,1999.75,2787.5,2162.75,1050.25,191.25,486.0,7290.5,2029.5,4415.0,2159.25,60101.75,1167.25,31118.0,4771.5,2444.0,2327.5,4628.25,A commercial and residential area with a mix of suburban housing and retail shopping centers.,Local Malls: Shop at Eastland Mall or surrounding plazas. Driving Range (Nearby): Practice your swing at nearby golf facilities. Casual Dining: Find family-friendly eateries and chain restaurants.,1.0
